序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","苯<br />BENZENE<br />(ppb)","甲苯<br />TOLUENE<br />(ppb)","乙苯<br />ETHYLBENZENE<br />(ppb)","間、對二甲苯<br />M_P_XYLENES<br />(ppb)","鄰二甲苯<br />O_XYLENE<br />(ppb)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨強度<br />RAIN_INT<br />(㎜)","降雨量<br />RAINFALL<br />(mm)","酸雨<br />PH_RAIN<br />(pH)","相對濕度<br />RH<br />(percent)","導電度<br />RAIN_COND<br />(μmho/cm)","紫外線指數<br />UVB<br />(UVI)","小時風向值<br />WD_HR<br />(degrees)"
549,高雄市,2015/02,前鎮,4.7,0.72,27.6,85.0,41,31,5.25,25.44,-,-,-,-,-,-,-,-,-,1.78,-,20.44,-,-,-,-,70.11,-,-,-
550,高雄市,2015/02,前金,4.5,0.66,32.6,98.0,42,25,3.15,21.63,-,-,-,-,-,-,-,-,-,2.26,-,20.01,-,-,-,-,71.3,-,-,-
551,高雄市,2015/02,楠梓,3.4,0.55,31.4,103.0,42,24,4.03,20.29,-,-,-,-,-,-,-,-,-,2.17,-,19.95,-,-,-,-,73.01,-,-,-
552,高雄市,2015/02,左營,3.8,0.59,32.6,87.0,45,24,3.08,20.9,-,-,-,-,-,-,-,-,-,2.33,-,19.83,-,-,-,-,72.36,-,-,-
553,高雄市,2015/01,前金,4.3,0.64,30.7,106.0,45,28,3.37,24.54,-,-,-,-,-,-,-,-,-,2.21,-,19.12,-,-,-,-,67.65,-,-,-
554,高雄市,2015/01,小港,6.6,0.7,25.8,103.0,49,41,8.49,32.64,-,-,-,-,-,-,-,-,-,1.86,-,19.77,-,-,-,-,65.55,-,-,-
555,高雄市,2015/01,林園,6.9,0.57,34.1,66.0,46,27,3.56,23.5,-,-,-,-,-,-,-,-,-,2.34,-,19.49,-,-,-,-,68.04,-,-,-
556,高雄市,2015/01,前鎮,5.1,0.74,26.8,94.0,42,34,5.85,28.14,-,-,-,-,-,-,-,-,-,1.66,-,19.55,-,-,-,-,66.72,-,-,-
557,高雄市,2015/01,美濃,2.4,0.47,35.6,79.0,40,14,1.68,12.64,-,-,-,-,-,-,-,-,-,1.08,-,19.58,-,-,-,-,66.86,-,-,-
558,高雄市,2015/01,橋頭,4.1,0.57,29.6,92.0,49,26,4.01,22.11,-,-,-,-,-,-,-,-,-,2.25,-,18.6,-,-,-,-,68.84,-,-,-
559,高雄市,2015/01,復興,4.7,0.94,21.6,100.0,52,38,8.01,30.47,-,-,-,-,-,-,-,-,-,0.93,-,19.68,-,-,-,-,65.43,-,-,-
560,高雄市,2015/01,楠梓,4.0,0.58,28.9,108.0,48,29,5.01,24.13,-,-,-,-,-,-,-,-,-,2.12,-,18.72,-,-,-,-,70.65,-,-,-
561,高雄市,2015/01,仁武,5.1,0.6,26.1,107.0,46,34,5.49,28.87,-,-,-,-,-,-,-,-,-,1.71,-,18.99,-,-,-,-,68.45,-,-,-
562,高雄市,2015/01,鳳山,6.4,0.74,25.1,118.0,44,34,5.53,28.61,-,-,-,-,-,-,-,-,-,1.79,-,19.69,-,-,-,-,63.64,-,-,-
563,高雄市,2015/01,左營,4.5,0.62,31.3,96.0,49,28,3.73,24.01,-,-,-,-,-,-,-,-,-,2.21,-,18.89,-,-,-,-,69.15,-,-,-
564,高雄市,2015/01,大寮,5.8,0.59,25.9,91.0,47,30,4.77,25.57,-,-,-,-,-,-,-,-,-,1.51,-,19.04,-,-,-,-,67.15,-,-,-
565,高雄市,2014/12,橋頭,4.0,0.6,21.2,101.0,51,29,5.06,23.78,-,-,-,-,-,-,-,-,-,2.29,-,18.68,-,-,-,-,71.63,-,-,-
566,高雄市,2014/12,美濃,2.0,0.48,23.6,74.0,42,16,2.59,12.95,-,-,-,-,-,-,-,-,-,0.96,-,19.46,-,-,-,-,72.83,-,-,-
567,高雄市,2014/12,左營,4.2,0.65,23.8,98.0,51,30,4.41,25.44,-,-,-,-,-,-,-,-,-,2.26,-,19.02,-,-,-,-,71.74,-,-,-
568,高雄市,2014/12,楠梓,3.9,0.59,21.7,112.0,53,31,5.7,25.0,-,-,-,-,-,-,-,-,-,2.13,-,18.67,-,-,-,-,74.42,-,-,-
569,高雄市,2014/12,前金,4.0,0.71,25.0,107.0,47,31,4.77,26.41,-,-,-,-,-,-,-,-,-,2.34,-,19.37,-,-,-,-,69.0,-,-,-
570,高雄市,2014/12,仁武,7.0,0.64,18.6,113.0,50,36,9.23,27.0,-,-,-,-,-,-,-,-,-,1.73,-,19.12,-,-,-,-,72.46,-,-,-
571,高雄市,2014/12,復興,5.1,1.07,9.8,107.0,54,46,13.8,32.56,-,-,-,-,-,-,-,-,-,0.91,-,19.98,-,-,-,-,67.66,-,-,-
572,高雄市,2014/12,小港,7.0,0.77,19.1,106.0,51,49,12.99,35.92,-,-,-,-,-,-,-,-,-,1.79,-,20.0,-,-,-,-,66.47,-,-,-
573,高雄市,2014/12,鳳山,7.3,0.77,18.0,117.0,49,40,8.91,30.98,-,-,-,-,-,-,-,-,-,1.82,-,19.69,-,-,-,-,68.12,-,-,-
574,高雄市,2014/12,林園,8.0,0.57,26.9,66.0,47,30,5.52,24.26,-,-,-,-,-,-,-,-,-,2.4,-,19.76,-,-,-,-,70.95,-,-,-
575,高雄市,2014/12,大寮,6.7,0.64,20.1,96.0,51,34,6.17,27.47,-,-,-,-,-,-,-,-,-,1.5,-,19.24,-,-,-,-,72.29,-,-,-
576,高雄市,2014/12,前鎮,5.0,0.83,20.3,96.0,54,40,9.27,30.38,-,-,-,-,-,-,-,-,-,1.66,-,19.84,-,-,-,-,69.17,-,-,-
577,高雄市,2014/11,橋頭,4.4,0.54,34.3,96.0,44,23,3.27,19.47,-,-,-,-,-,-,-,-,-,2.04,-,24.43,-,-,-,-,73.29,-,-,-
578,高雄市,2014/11,美濃,2.3,0.41,38.3,65.0,37,11,1.48,9.68,-,-,-,-,-,-,-,-,-,0.98,-,24.94,-,-,-,-,69.87,-,-,-
579,高雄市,2014/11,左營,4.5,0.58,40.1,86.0,40,22,2.13,19.63,-,-,-,-,-,-,-,-,-,1.99,-,24.57,-,-,-,-,74.79,-,-,-
580,高雄市,2014/11,楠梓,4.3,0.53,35.1,97.0,45,25,4.04,20.88,-,-,-,-,-,-,-,-,-,1.8,-,24.43,-,-,-,-,75.86,-,-,-
581,高雄市,2014/11,前金,2.7,0.59,42.1,91.0,37,23,3.01,20.22,-,-,-,-,-,-,-,-,-,2.0,-,24.82,-,-,-,-,72.25,-,-,-
582,高雄市,2014/11,前鎮,5.4,0.71,34.8,80.0,49,30,4.67,25.65,-,-,-,-,-,-,-,-,-,1.49,-,25.19,-,-,-,-,72.55,-,-,-
583,高雄市,2014/11,復興,5.2,0.9,25.3,88.0,43,35,7.53,27.67,-,-,-,-,-,-,-,-,-,0.82,-,25.37,-,-,-,-,70.13,-,-,-
584,高雄市,2014/11,小港,7.2,0.62,33.8,92.0,41,36,5.36,30.14,-,-,-,-,-,-,-,-,-,1.75,-,25.25,-,-,-,-,68.6,-,-,-
585,高雄市,2014/11,鳳山,6.2,0.71,33.3,98.0,41,29,3.79,24.83,-,-,-,-,-,-,-,-,-,1.6,-,25.18,-,-,-,-,69.69,-,-,-
586,高雄市,2014/11,林園,7.2,0.48,42.5,55.0,42,19,2.37,16.97,-,-,-,-,-,-,-,-,-,2.14,-,24.48,-,-,-,-,72.81,-,-,-
587,高雄市,2014/11,大寮,7.5,0.55,33.4,86.0,39,26,3.27,22.45,-,-,-,-,-,-,-,-,-,1.37,-,24.42,-,-,-,-,73.91,-,-,-
588,高雄市,2014/11,仁武,5.7,0.56,31.1,99.0,42,30,5.07,24.83,-,-,-,-,-,-,-,-,-,1.52,-,24.55,-,-,-,-,75.48,-,-,-
589,高雄市,2014/10,前金,4.5,0.52,52.2,85.0,35,19,2.41,16.22,-,-,-,-,-,-,-,-,-,2.0,-,26.93,-,-,-,-,69.4,-,-,-
590,高雄市,2014/10,美濃,2.6,0.38,48.9,69.0,34,9,1.26,8.07,-,-,-,-,-,-,-,-,-,1.13,-,27.11,-,-,-,-,68.1,-,-,-
591,高雄市,2014/10,前鎮,6.4,0.57,48.7,79.0,43,25,2.71,21.83,-,-,-,-,-,-,-,-,-,1.5,-,26.91,-,-,-,-,69.24,-,-,-
592,高雄市,2014/10,復興,5.6,0.74,38.9,81.0,37,28,4.14,23.48,-,-,-,-,-,-,-,-,-,0.83,-,27.42,-,-,-,-,67.68,-,-,-
593,高雄市,2014/10,大寮,6.8,0.5,44.9,83.0,34,21,2.18,18.98,-,-,-,-,-,-,-,-,-,1.35,-,26.33,-,-,-,-,72.45,-,-,-
594,高雄市,2014/10,楠梓,4.3,0.47,46.5,90.0,44,21,3.03,17.78,-,-,-,-,-,-,-,-,-,1.71,-,26.72,-,-,-,-,72.98,-,-,-
595,高雄市,2014/10,仁武,5.8,0.5,43.4,93.0,39,23,2.94,20.54,-,-,-,-,-,-,-,-,-,1.58,-,26.68,-,-,-,-,71.93,-,-,-
596,高雄市,2014/10,左營,5.0,0.51,51.8,83.0,38,18,1.84,15.91,-,-,-,-,-,-,-,-,-,2.04,-,26.71,-,-,-,-,71.83,-,-,-
597,高雄市,2014/10,鳳山,5.8,0.63,48.1,90.0,38,22,2.19,19.77,-,-,-,-,-,-,-,-,-,1.57,-,27.42,-,-,-,-,65.96,-,-,-
598,高雄市,2014/10,小港,7.9,0.51,46.9,86.0,40,27,2.82,23.79,-,-,-,-,-,-,-,-,-,1.88,-,27.3,-,-,-,-,66.16,-,-,-
599,高雄市,2014/10,橋頭,4.2,0.47,45.0,91.0,38,19,2.02,16.55,-,-,-,-,-,-,-,-,-,2.13,-,26.61,-,-,-,-,71.11,-,-,-
600,高雄市,2014/10,林園,5.1,0.4,58.5,48.0,42,12,0.78,11.1,-,-,-,-,-,-,-,-,-,2.15,-,26.42,-,-,-,-,70.67,-,-,-
601,高雄市,2014/09,前金,4.6,0.35,33.7,40.0,17,15,3.76,11.22,-,-,-,-,-,-,-,-,-,2.12,-,29.63,-,-,-,-,76.86,-,-,-
602,高雄市,2014/09,楠梓,3.9,0.33,28.0,48.0,18,16,3.66,12.3,-,-,-,-,-,-,-,-,-,1.77,-,29.63,-,-,-,-,78.82,-,-,-
603,高雄市,2014/09,左營,4.2,0.32,32.5,45.0,18,14,2.4,11.14,-,-,-,-,-,-,-,-,-,2.26,-,29.61,-,-,-,-,78.29,-,-,-
604,高雄市,2014/09,美濃,1.7,0.23,34.1,31.0,12,6,1.05,4.76,-,-,-,-,-,-,-,-,-,1.25,-,29.35,-,-,-,-,74.26,-,-,-
605,高雄市,2014/09,橋頭,3.6,0.31,29.3,38.0,12,14,2.59,11.41,-,-,-,-,-,-,-,-,-,2.31,-,29.61,-,-,-,-,77.25,-,-,-
606,高雄市,2014/09,仁武,4.3,0.33,27.8,49.0,21,17,2.83,13.67,-,-,-,-,-,-,-,-,-,1.73,-,29.28,-,-,-,-,77.99,-,-,-
607,高雄市,2014/09,大寮,4.9,0.33,29.1,46.0,12,15,2.37,12.56,-,-,-,-,-,-,-,-,-,1.41,-,28.6,-,-,-,-,81.69,-,-,-
608,高雄市,2014/09,林園,3.9,0.24,36.2,28.0,20,9,1.67,6.87,-,-,-,-,-,-,-,-,-,2.45,-,28.76,-,-,-,-,77.27,-,-,-
609,高雄市,2014/09,鳳山,4.3,0.48,31.2,51.0,19,16,2.03,13.76,-,-,-,-,-,-,-,-,-,1.77,-,29.93,-,-,-,-,73.79,-,-,-
610,高雄市,2014/09,小港,7.2,0.33,28.2,47.0,22,20,3.76,16.64,-,-,-,-,-,-,-,-,-,2.09,-,29.48,-,-,-,-,75.05,-,-,-
611,高雄市,2014/09,復興,4.9,0.54,21.6,37.0,15,21,4.88,16.38,-,-,-,-,-,-,-,-,-,0.82,-,29.63,-,-,-,-,75.56,-,-,-
612,高雄市,2014/09,前鎮,5.8,0.37,28.4,40.0,22,19,3.43,15.63,-,-,-,-,-,-,-,-,-,1.62,-,28.96,-,-,-,-,77.72,-,-,-
613,高雄市,2014/08,小港,8.2,0.28,18.1,35.0,14,20,4.81,14.98,-,-,-,-,-,-,-,-,-,2.12,-,29.37,-,-,-,-,77.2,-,-,-
614,高雄市,2014/08,前鎮,4.4,0.34,17.2,28.0,13,18,4.2,13.86,-,-,-,-,-,-,-,-,-,1.64,-,28.56,-,-,-,-,80.4,-,-,-
615,高雄市,2014/08,前金,4.0,0.33,22.4,29.0,11,18,6.62,11.04,-,-,-,-,-,-,-,-,-,2.01,-,29.4,-,-,-,-,77.44,-,-,-
616,高雄市,2014/08,復興,4.2,0.49,12.4,24.0,10,20,5.74,14.62,-,-,-,-,-,-,-,-,-,0.81,-,28.93,-,-,-,-,78.27,-,-,-
617,高雄市,2014/08,仁武,3.8,0.26,20.0,35.0,12,15,3.36,11.5,-,-,-,-,-,-,-,-,-,1.86,-,28.77,-,-,-,-,78.94,-,-,-
618,高雄市,2014/08,橋頭,3.0,0.25,21.5,30.0,4,12,2.67,9.06,-,-,-,-,-,-,-,-,-,2.48,-,29.05,-,-,-,-,79.97,-,-,-
619,高雄市,2014/08,大寮,4.4,0.25,19.5,25.0,-,14,3.03,10.57,-,-,-,-,-,-,-,-,-,1.61,-,28.54,-,-,-,-,83.16,-,-,-
620,高雄市,2014/08,左營,3.7,0.31,21.5,35.0,11,14,3.8,10.54,-,-,-,-,-,-,-,-,-,2.13,-,28.78,-,-,-,-,80.79,-,-,-
621,高雄市,2014/08,林園,3.2,0.17,25.0,20.0,11,7,1.66,5.77,-,-,-,-,-,-,-,-,-,2.46,-,28.6,-,-,-,-,78.48,-,-,-
622,高雄市,2014/08,美濃,1.4,0.18,23.6,21.0,8,6,1.51,4.01,-,-,-,-,-,-,-,-,-,1.25,-,28.63,-,-,-,-,76.88,-,-,-
623,高雄市,2014/08,鳳山,3.5,0.41,20.8,36.0,9,15,2.75,12.18,-,-,-,-,-,-,-,-,-,1.78,-,29.24,-,-,-,-,77.36,-,-,-
624,高雄市,2014/08,楠梓,3.7,0.28,19.5,33.0,8,16,4.17,11.58,-,-,-,-,-,-,-,-,-,1.8,-,29.09,-,-,-,-,81.27,-,-,-
625,高雄市,2014/07,前金,4.3,0.26,25.7,35.0,14,13,2.62,9.97,-,-,-,-,-,-,-,-,-,2.36,-,30.48,-,-,-,-,75.53,-,-,-
626,高雄市,2014/07,橋頭,3.1,0.25,23.5,31.0,6,12,2.73,9.72,-,-,-,-,-,-,-,-,-,2.7,-,30.36,-,-,-,-,77.39,-,-,-
627,高雄市,2014/07,左營,3.8,0.28,23.0,44.0,15,14,3.34,10.24,-,-,-,-,-,-,-,-,-,2.32,-,30.09,-,-,-,-,74.5,-,-,-
628,高雄市,2014/07,林園,3.3,0.17,28.5,24.0,15,7,1.54,5.92,-,-,-,-,-,-,-,-,-,2.66,-,29.83,-,-,-,-,75.0,-,-,-
629,高雄市,2014/07,楠梓,3.8,0.27,21.1,42.0,12,15,3.71,11.13,-,-,-,-,-,-,-,-,-,2.06,-,30.53,-,-,-,-,77.8,-,-,-
630,高雄市,2014/07,小港,7.1,0.24,22.2,39.0,15,18,3.85,13.76,-,-,-,-,-,-,-,-,-,2.43,-,30.84,-,-,-,-,73.99,-,-,-
631,高雄市,2014/07,復興,4.7,0.44,15.8,29.0,11,18,3.98,14.3,-,-,-,-,-,-,-,-,-,0.89,-,30.54,-,-,-,-,75.01,-,-,-
632,高雄市,2014/07,鳳山,4.1,0.42,22.9,45.0,13,15,2.75,12.56,-,-,-,-,-,-,-,-,-,1.86,-,30.72,-,-,-,-,73.37,-,-,-
633,高雄市,2014/07,大寮,3.9,0.25,22.2,36.0,10,13,2.38,10.32,-,-,-,-,-,-,-,-,-,1.76,-,29.95,-,-,-,-,79.34,-,-,-
634,高雄市,2014/07,美濃,1.7,0.19,26.0,27.0,11,6,1.52,4.94,-,-,-,-,-,-,-,-,-,1.43,-,30.1,-,-,-,-,73.32,-,-,-
635,高雄市,2014/07,前鎮,5.4,0.26,21.1,33.0,17,17,3.75,13.04,-,-,-,-,-,-,-,-,-,1.78,-,30.05,-,-,-,-,77.74,-,-,-
636,高雄市,2014/07,仁武,3.7,0.26,20.7,43.0,17,15,3.03,11.9,-,-,-,-,-,-,-,-,-,2.08,-,30.04,-,-,-,-,75.84,-,-,-
637,高雄市,2014/06,左營,4.7,0.36,21.2,44.0,13,17,4.02,12.83,-,-,-,-,-,-,-,-,-,2.09,-,28.99,-,-,-,-,77.05,-,-,-
638,高雄市,2014/06,楠梓,4.4,0.32,19.2,46.0,11,18,4.63,13.34,-,-,-,-,-,-,-,-,-,1.9,-,29.51,-,-,-,-,79.57,-,-,-
639,高雄市,2014/06,前金,5.7,0.32,23.3,36.0,12,16,3.32,12.55,-,-,-,-,-,-,-,-,-,2.01,-,29.45,-,-,-,-,77.82,-,-,-
640,高雄市,2014/06,前鎮,6.3,0.32,18.6,31.0,13,20,4.52,15.07,-,-,-,-,-,-,-,-,-,1.82,-,28.87,-,-,-,-,81.46,-,-,-
641,高雄市,2014/06,復興,5.8,0.5,13.0,27.0,10,21,5.1,15.97,-,-,-,-,-,-,-,-,-,0.86,-,29.53,-,-,-,-,77.45,-,-,-
642,高雄市,2014/06,小港,12.8,0.35,18.2,44.0,15,23,5.95,17.18,-,-,-,-,-,-,-,-,-,2.05,-,29.71,-,-,-,-,77.12,-,-,-
643,高雄市,2014/06,鳳山,4.8,0.47,19.6,46.0,12,18,3.65,14.14,-,-,-,-,-,-,-,-,-,1.61,-,29.82,-,-,-,-,75.55,-,-,-
644,高雄市,2014/06,林園,3.2,0.18,27.3,21.0,12,7,1.33,5.6,-,-,-,-,-,-,-,-,-,2.35,-,28.87,-,-,-,-,78.05,-,-,-
645,高雄市,2014/06,大寮,4.0,0.23,21.2,29.0,10,12,2.53,9.34,-,-,-,-,-,-,-,-,-,1.66,-,29.0,-,-,-,-,81.56,-,-,-
646,高雄市,2014/06,仁武,4.1,0.3,19.0,46.0,13,16,3.53,12.94,-,-,-,-,-,-,-,-,-,1.99,-,29.04,-,-,-,-,77.6,-,-,-
647,高雄市,2014/06,橋頭,3.6,0.28,22.4,27.0,5,13,3.58,9.86,-,-,-,-,-,-,-,-,-,2.63,-,29.38,-,-,-,-,79.37,-,-,-
648,高雄市,2014/06,美濃,1.7,0.19,21.3,24.0,-,6,1.39,4.71,-,-,-,-,-,-,-,-,-,1.41,-,28.94,-,-,-,-,75.66,-,-,-
649,高雄市,2014/05,橋頭,3.4,0.36,21.2,36.0,13,17,4.76,12.34,-,-,-,-,-,-,-,-,-,2.21,-,27.7,-,-,-,-,78.68,-,-,-
650,高雄市,2014/05,楠梓,3.5,0.39,21.6,55.0,17,21,5.86,15.41,-,-,-,-,-,-,-,-,-,1.73,-,27.73,-,-,-,-,78.69,-,-,-
651,高雄市,2014/05,前金,5.0,0.42,26.8,45.0,20,19,4.31,14.78,-,-,-,-,-,-,-,-,-,1.84,-,27.89,-,-,-,-,75.94,-,-,-
652,高雄市,2014/05,前鎮,6.5,0.45,21.0,40.0,21,26,6.32,19.25,-,-,-,-,-,-,-,-,-,1.44,-,27.54,-,-,-,-,79.19,-,-,-
653,高雄市,2014/05,小港,9.2,0.4,21.3,48.0,22,28,7.77,20.39,-,-,-,-,-,-,-,-,-,1.88,-,28.32,-,-,-,-,74.3,-,-,-
654,高雄市,2014/05,復興,5.9,0.65,18.1,36.0,18,28,7.53,20.3,-,-,-,-,-,-,-,-,-,0.83,-,28.2,-,-,-,-,74.63,-,-,-
655,高雄市,2014/05,鳳山,5.2,0.54,20.2,56.0,21,23,4.44,18.16,-,-,-,-,-,-,-,-,-,1.63,-,28.24,-,-,-,-,72.85,-,-,-
656,高雄市,2014/05,林園,4.8,0.28,29.5,26.0,18,13,2.37,10.65,-,-,-,-,-,-,-,-,-,2.11,-,27.2,-,-,-,-,76.8,-,-,-
657,高雄市,2014/05,大寮,5.1,0.36,20.6,37.0,17,19,4.32,14.75,-,-,-,-,-,-,-,-,-,1.53,-,27.62,-,-,-,-,77.19,-,-,-
658,高雄市,2014/05,仁武,5.4,0.38,20.1,57.0,21,24,6.28,17.54,-,-,-,-,-,-,-,-,-,1.61,-,27.48,-,-,-,-,76.96,-,-,-
659,高雄市,2014/05,美濃,1.7,0.25,21.2,28.0,11,8,2.55,5.75,-,-,-,-,-,-,-,-,-,1.09,-,27.27,-,-,-,-,75.26,-,-,-
660,高雄市,2014/05,左營,4.3,0.43,24.7,51.0,20,20,4.62,14.93,-,-,-,-,-,-,-,-,-,1.72,-,27.36,-,-,-,-,75.5,-,-,-
661,高雄市,2014/04,大寮,5.6,0.44,39.7,63.0,30,18,2.44,15.67,-,-,-,-,-,-,-,-,-,1.69,-,25.74,-,-,-,-,72.41,-,-,-
662,高雄市,2014/04,左營,4.6,0.48,44.6,80.0,36,18,2.35,15.76,-,-,-,-,-,-,-,-,-,1.95,-,25.56,-,-,-,-,70.88,-,-,-
663,高雄市,2014/04,復興,6.7,0.72,37.2,68.0,34,28,4.38,23.89,-,-,-,-,-,-,-,-,-,0.89,-,26.14,-,-,-,-,70.3,-,-,-
664,高雄市,2014/04,前金,4.8,0.5,46.2,75.0,36,18,2.28,15.3,-,-,-,-,-,-,-,-,-,2.15,-,25.78,-,-,-,-,71.36,-,-,-
665,高雄市,2014/04,楠梓,4.4,0.48,39.8,87.0,34,20,3.05,17.36,-,-,-,-,-,-,-,-,-,1.98,-,25.65,-,-,-,-,74.03,-,-,-
666,高雄市,2014/04,鳳山,6.1,0.64,34.2,87.0,36,24,2.7,21.73,-,-,-,-,-,-,-,-,-,1.71,-,26.29,-,-,-,-,68.23,-,-,-
667,高雄市,2014/04,林園,5.3,0.38,47.4,39.0,31,14,1.66,12.49,-,-,-,-,-,-,-,-,-,2.39,-,25.28,-,-,-,-,72.28,-,-,-
668,高雄市,2014/04,美濃,2.7,0.4,37.4,61.0,26,11,1.61,9.4,-,-,-,-,-,-,-,-,-,1.29,-,25.96,-,-,-,-,70.68,-,-,-
669,高雄市,2014/04,橋頭,4.4,0.48,37.3,71.0,34,18,2.87,15.06,-,-,-,-,-,-,-,-,-,2.43,-,25.5,-,-,-,-,74.2,-,-,-
670,高雄市,2014/04,小港,8.7,0.49,37.2,82.0,31,28,4.52,23.46,-,-,-,-,-,-,-,-,-,2.01,-,26.31,-,-,-,-,69.64,-,-,-
671,高雄市,2014/04,前鎮,8.0,0.53,38.9,70.0,37,26,4.18,22.28,-,-,-,-,-,-,-,-,-,1.57,-,25.67,-,-,-,-,74.86,-,-,-
672,高雄市,2014/04,仁武,5.7,0.48,37.1,86.0,38,25,3.89,21.21,-,-,-,-,-,-,-,-,-,1.85,-,25.48,-,-,-,-,73.4,-,-,-
673,高雄市,2014/03,復興,7.2,0.77,29.0,82.0,39,33,5.52,27.31,-,-,-,-,-,-,-,-,-,0.85,-,22.91,-,-,-,-,69.7,-,-,-
674,高雄市,2014/03,林園,6.0,0.42,38.6,45.0,34,19,2.35,16.33,-,-,-,-,-,-,-,-,-,2.31,-,22.14,-,-,-,-,72.3,-,-,-
675,高雄市,2014/03,橋頭,4.8,0.52,29.9,83.0,37,22,3.29,18.85,-,-,-,-,-,-,-,-,-,2.4,-,21.79,-,-,-,-,73.61,-,-,-
676,高雄市,2014/03,仁武,6.2,0.54,29.5,82.0,45,29,4.98,23.87,-,-,-,-,-,-,-,-,-,1.99,-,21.98,-,-,-,-,72.08,-,-,-
677,高雄市,2014/03,鳳山,6.4,0.7,27.5,98.0,42,29,3.9,25.21,-,-,-,-,-,-,-,-,-,1.72,-,22.88,-,-,-,-,67.71,-,-,-
678,高雄市,2014/03,前鎮,7.9,0.59,28.8,81.0,39,31,5.36,26.04,-,-,-,-,-,-,-,-,-,1.69,-,22.25,-,-,-,-,70.71,-,-,-
679,高雄市,2014/03,小港,9.5,0.56,29.0,98.0,36,33,5.5,27.37,-,-,-,-,-,-,-,-,-,1.98,-,22.96,-,-,-,-,68.88,-,-,-
680,高雄市,2014/03,美濃,2.4,0.41,33.2,76.0,38,12,2.11,10.24,-,-,-,-,-,-,-,-,-,1.31,-,22.62,-,-,-,-,70.1,-,-,-
681,高雄市,2014/03,前金,5.4,0.56,33.3,86.0,41,23,3.35,20.01,-,-,-,-,-,-,-,-,-,2.12,-,22.39,-,-,-,-,70.71,-,-,-
682,高雄市,2014/03,左營,5.1,0.56,34.5,89.0,39,24,3.81,20.24,-,-,-,-,-,-,-,-,-,2.06,-,22.09,-,-,-,-,70.04,-,-,-
683,高雄市,2014/03,楠梓,4.7,0.52,31.0,95.0,42,26,4.54,21.51,-,-,-,-,-,-,-,-,-,2.03,-,22.14,-,-,-,-,73.33,-,-,-
684,高雄市,2014/03,大寮,6.6,0.52,31.3,87.0,40,24,3.55,20.92,-,-,-,-,-,-,-,-,-,1.74,-,22.51,-,-,-,-,70.35,-,-,-
685,高雄市,2014/02,前鎮,5.7,0.66,25.5,73.0,37,33,6.31,27.1,-,-,-,-,-,-,-,-,-,1.73,-,19.66,-,-,-,-,71.63,-,-,-
686,高雄市,2014/02,小港,7.1,0.59,24.5,81.0,34,38,8.64,29.22,-,-,-,-,-,-,-,-,-,2.04,-,20.49,-,-,-,-,67.92,-,-,-
687,高雄市,2014/02,復興,5.5,0.81,22.7,74.0,36,36,7.76,28.18,-,-,-,-,-,-,-,-,-,0.9,-,20.61,-,-,-,-,67.08,-,-,-
688,高雄市,2014/02,鳳山,7.0,0.64,24.1,83.0,34,31,5.73,25.37,-,-,-,-,-,-,-,-,-,1.89,-,20.11,-,-,-,-,68.56,-,-,-
689,高雄市,2014/02,林園,7.1,0.46,31.0,43.0,32,25,4.92,20.5,-,-,-,-,-,-,-,-,-,2.61,-,19.94,-,-,-,-,72.22,-,-,-
690,高雄市,2014/02,楠梓,3.8,0.48,27.0,76.0,36,25,4.94,19.98,-,-,-,-,-,-,-,-,-,2.34,-,19.19,-,-,-,-,74.63,-,-,-
691,高雄市,2014/02,大寮,5.3,0.49,28.1,66.0,36,26,4.03,22.06,-,-,-,-,-,-,-,-,-,1.73,-,19.91,-,-,-,-,70.17,-,-,-
692,高雄市,2014/02,橋頭,3.9,0.51,25.5,71.0,34,23,3.78,18.89,-,-,-,-,-,-,-,-,-,2.58,-,18.94,-,-,-,-,74.84,-,-,-
693,高雄市,2014/02,美濃,2.0,0.39,29.9,61.0,32,12,2.89,9.0,-,-,-,-,-,-,-,-,-,1.22,-,19.89,-,-,-,-,73.05,-,-,-
694,高雄市,2014/02,仁武,5.9,0.53,25.0,70.0,39,30,6.25,23.6,-,-,-,-,-,-,-,-,-,2.17,-,19.23,-,-,-,-,72.02,-,-,-
695,高雄市,2014/02,前金,4.1,0.58,28.9,74.0,39,25,4.03,20.73,-,-,-,-,-,-,-,-,-,2.4,-,19.65,-,-,-,-,71.17,-,-,-
696,高雄市,2014/02,左營,3.8,0.55,29.9,75.0,36,24,3.92,20.42,-,-,-,-,-,-,-,-,-,2.39,-,19.35,-,-,-,-,70.54,-,-,-
